anon_id,gender,birth_year,native_language,language_used_at_home,language_used_at_home_now,non_native_language_1,yrs_of_study_lang1,study_in_classroom_lang1,ways_of_study_lang1,non_native_language_2,yrs_of_study_lang2,study_in_classroom_lang2,ways_of_study_lang2,non_native_language_3,yrs_of_study_lang3,study_in_classroom_lang3,ways_of_study_lang3,createddate,modifieddate,course_history
av1,Female,1979,Japanese,Japanese,,English,3-5 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Practiced reading aloud;Teacher corrected my mistakes,,,0,other,,,0,other,2006-02-23 14:27:07,2006-04-03 14:09:05,1;7;13;19;25
fy8,Female,1982,Arabic,Arabic,Arabic;English,English,more than 5 years,1,Studied grammar;Worked in pairs/groups;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes,,,0,other,,,0,other,2006-02-23 14:27:07,2006-09-14 15:13:11,1;13;19;42;52;64;75;85;102;111;125;147;173;206
bt2,Male,1987,Arabic,Arabic,Arabic,English,more than 5 years,1,Studied grammar;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher corrected my mistakes,,,0,other,,,0,other,2006-02-23 14:27:07,2006-09-12 13:07:01,1;7;13;19;26;43;54;65;76;91;102;114;126;154
cx7,Male,1987,Arabic,Arabic,,English,more than 5 years,1,Teacher spoke to me in English,,,0,other,,,0,other,2006-02-23 14:27:07,2006-03-28 14:12:44,1;7;13;19;25;41;52;64;75;86
eo2,Female,1979,Korean,Korean,English;Italian,English,more than 5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Teacher spoke to me in English;Wrote paragrphs/essays,Italian,more than 5 years,1,Studied grammar;Studied vocabulary,,,0,other,2006-02-23 14:27:08,2007-06-05 13:06:58,1;7;13;19;25;43;54;66;76;87;98;110;146;160;204;228;238
bv4,Female,1982,Arabic,Arabic,,English,more than 5 years,1,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2006-03-13 12:02:30,2006-03-13 12:06:01,31;32;35;104;116;152
da4,Male,1982,Other,Bangla,,English,more than 5 years,0,Studied by myself;I lived in a country where they spoke English,Arabic,less than 1 year,0,I learned from my friend who is a native speaker,,,0,other,2006-03-13 12:58:31,2006-03-13 13:04:19,2;20;26
cv9,Female,1958,Korean,Korean,,English,more than 5 years,1,Studied grammar;Studied vocabulary;Studied pronunciation;Practiced reading aloud,,,0,other,,,0,other,2006-03-13 13:01:59,2006-03-13 13:06:59,2;8;26;57;90
fe8,Male,1967,Spanish,Spanish,,English,3-5 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,French,1-2 years,1,Studied grammar;Studied vocabulary;Practiced speaking in class;Studied pronunciation;Teacher corrected my mistakes,,,0,other,2006-03-14 15:07:22,2006-03-14 15:11:50,6;12;18;24;30
ek2,Female,1976,Chinese,Chinese,,English,3-5 years,1,Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Studied pronunciation,,,0,other,,,0,other,2006-03-16 08:57:55,2006-03-16 09:05:21,3;9;15;21;27
fz6,Male,1974,Other,Farsi,,Farsi,more than 5 years,0,other,,,0,other,,,0,other,2006-03-16 10:02:09,2006-03-16 10:23:54,29
al6,Female,1979,Spanish,Spanish,,English,less than 1 year,1,Had a native-speaker teacher;Listened to audio materials (tapes/CDs),,,0,other,,,0,other,2006-03-16 14:03:56,2006-03-16 14:10:02,5;11;17;23;29
bj3,Male,1984,Turkish,Turkish,,English,more than 5 years,1,Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes,Arabic,1-2 years,1,Studied grammar;Studied vocabulary;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes,,,0,other,2006-03-16 15:01:05,2006-03-16 15:06:40,10;16;22
dl5,Male,1973,Arabic,Arabic;English,Arabic;English,English,less than 1 year,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2006-03-17 14:04:57,2006-09-11 15:11:56,31;32;33;34;35;46;59;68;78;92;105;117;129;153
bn9,Female,1983,Korean,Korean,Korean,English,less than 1 year,1,Studied grammar;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in English;Wrote paragrphs/essays,,,0,other,,,0,other,2006-03-17 14:07:21,2006-05-30 10:08:38,33;46;59;68;79;92
gh4,Male,1974,Arabic,Arabic,Arabic;English,English,1-2 years,1,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes,,,0,other,,,0,other,2006-03-17 14:11:23,2006-09-11 13:08:15,31;32;33;34;35;46;57;68;79;90;105;117;130;154
eq0,Male,1981,Arabic,Arabic,Arabic;English,English,more than 5 years,1,Studied grammar;Studied vocabulary;Practiced reading aloud,,,0,other,,,0,other,2006-03-28 14:04:01,2007-04-09 10:13:10,1;7;13;19;25;42;53;64;75;86;101;113;125;149;165;176;187;209
ep7,Male,1972,Turkish,Turkish,,English,3-5 years,1,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Teacher corrected my mistakes,,,0,other,,,0,other,2006-03-28 14:05:12,2006-03-28 14:09:19,1;7;13;19;25
av5,Male,1978,Arabic,Arabic,,English,more than 5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2006-04-04 12:02:47,2006-04-04 12:08:40,5;11;24;29;38;49;60;93
ex5,Female,1963,Other,Croatian,,German,more than 5 years,1,Had a native-speaker teacher,Italian,1-2 years,1,Had a native-speaker teacher;Studied vocabulary,,,0,other,2006-04-07 11:10:53,2006-04-07 11:15:25,10;30
fc4,Female,1973,Spanish,Spanish,English,English,3-5 years,1,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs),,,0,other,,,0,other,2006-04-07 11:21:01,2006-05-26 10:05:05,10;28;60;71;93
gj9,Female,1980,Chinese,Chinese,,English,more than 5 years,1,Studied grammar;Studied vocabulary;Wrote paragrphs/essays,,,0,other,,,0,other,2006-04-07 13:03:55,2006-04-07 13:06:41,9;24;30
go1,Male,1967,Chinese,Chinese,,English,more than 5 years,1,Teacher spoke to me in English,,,0,other,,,0,other,2006-04-07 13:04:12,2006-04-07 13:06:53,9
fg1,Female,1965,Other,Greek,,French,3-5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in French;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,English,3-5 years,0,Studied by myself;I lived in a country where they spoke English,,,0,other,2006-04-11 11:06:20,2006-04-11 11:13:20,11
gm2,Female,1971,Turkish,Turkish,Turkish,English,none,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2006-05-23 09:10:52,2006-06-15 09:12:01,43;65;87
gp2,Male,1980,Arabic,Arabic;English,Arabic,English,more than 5 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Practiced reading aloud,,,0,other,,,0,other,2006-05-23 09:10:53,2007-06-04 13:08:08,43;54;65;76;87;104;116;126;152;220;231;242;253;264
ab3,Female,1989,Spanish,Spanish,English,English,less than 1 year,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes,,,0,other,,,0,other,2006-05-23 09:10:56,2006-06-15 09:09:04,43;54;65;76;87;115;127;151
fl7,Female,1962,Chinese,Chinese;English,Chinese,English,more than 5 years,1,Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English,,,0,other,,,0,other,2006-05-23 09:10:56,2006-06-15 09:08:33,43;65;76;102;114;126;150
ey1,Female,1963,Korean,Korean,Korean,English,1-2 years,1,Studied grammar;Studied vocabulary;Practiced reading aloud;Wrote paragrphs/essays,,,0,other,,,0,other,2006-05-23 09:10:57,2006-06-15 09:08:16,47;58;65;76;91
gl0,Female,1973,Chinese,Chinese,Chinese,English,1-2 years,0,I lived in a country where they spoke English,,,0,other,,,0,other,2006-05-23 09:10:57,2007-04-16 15:05:51,65;124;158;249
gl5,Male,1972,Korean,Korean;French,Korean;English,English,3-5 years,1,Studied grammar,French,1-2 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in French;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,2006-05-23 09:11:03,2006-09-12 14:20:07,65;74;87;127;151
gm8,Male,1980,Arabic,Arabic,Arabic;English,English,more than 5 years,1,Studied grammar;Studied vocabulary;Teacher spoke to me in English,,,0,other,,,0,other,2006-05-23 10:06:56,2006-09-11 13:08:45,45;59;67;78;92;106;118;130;153
ev1,Male,1978,Korean,Korean,Korean;English,English,less than 1 year,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,German,1-2 years,0,other,Japanese,less than 1 year,0,Studied by myself,2006-05-23 10:06:56,2006-06-30 14:06:37,47;59;67;78;92
cg6,Male,1971,Arabic,Arabic;English,Arabic;English,English,more than 5 years,1,Studied grammar;Studied vocabulary;Teacher spoke to me in English;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,Turkish,less than 1 year,1,Worked in pairs/groups;Had a native-speaker teacher;Practiced speaking in class;Teacher spoke to me in Turkish,,,0,other,2006-05-23 10:06:56,2006-09-11 15:12:17,45;56;67;89;105;117;129;153;231
ba7,Male,1968,Chinese,Chinese,Chinese,,,,,,,,,,,,,2006-05-23 10:06:56,2006-05-23 10:08:05,45;56;67;78
eg5,Female,1988,Korean,Korean,Korean;English,English,1-2 years,0,Studied by myself,,,0,other,,,0,other,2006-05-23 10:06:57,2006-09-11 15:11:29,45;56;67;78;89;103;115;129;153;175;208
bq5,Female,1982,Arabic,Arabic,Arabic;English,English,more than 5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2006-05-23 10:06:57,2006-06-13 10:00:52,45;56;67;78;89
dm1,Male,1969,Chinese,Chinese,Chinese;English,English,more than 5 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Listened to audio materials (tapes/CDs);Studied pronunciation;Wrote paragrphs/essays,,,0,other,,,0,other,2006-05-23 10:06:59,2006-06-13 10:02:40,49;60;67;78;93
fj4,Female,1978,Chinese,Chinese,Chinese,English,more than 5 years,0,Studied by myself,,,0,other,,,0,other,2006-05-25 09:09:54,2006-09-14 15:13:26,42;64;75;86;101;110;125;152;227;248;264
fq0,Male,1977,Arabic,Arabic;English,Arabic;English,English,less than 1 year,1,Studied grammar;Studied vocabulary;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2006-05-25 09:09:57,2006-09-12 14:21:04,42;53;64;75;86;103;115;127;151
bz9,Male,1983,Arabic,Arabic,Arabic;English,English,1-2 years,1,Studied grammar;Worked in pairs/groups;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes,,,0,other,,,0,other,2006-05-25 09:09:58,2007-04-09 10:10:46,43;54;64;76;87;104;116;125;152;165;176;187;209
fg9,Male,1980,Arabic,Arabic,Arabic,English,more than 5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2006-05-25 09:09:59,2007-07-13 11:05:17,42;53;64;75;86;104;116;126;152;165;176;187;209;220;231;264
at3,Female,1982,Arabic,Arabic,Arabic;English,English,more than 5 years,1,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2006-05-25 09:09:59,2006-07-10 09:52:27,53;64;75;86;104;116;126;152
gl6,Male,1984,Arabic,Arabic;English,Arabic;English,English,3-5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2006-05-25 09:10:01,2007-04-09 10:07:49,42;57;64;75;87;104;116;127;152;165;176;187;209
bb6,Male,1985,Other,French;Serakole,English;Bambara,French,more than 5 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Teacher spoke to me in French;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays,English,3-5 years,1,Studied grammar;Teacher spoke to me in English;Practiced reading aloud;Teacher corrected my mistakes,,,0,other,2006-05-25 09:10:05,2006-09-14 15:14:37,42;53;64;75;87;104;116;125;152
fv8,Female,1981,Arabic,Arabic,Arabic,Italian,1-2 years,1,Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in Italian;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes,,,0,other,,,0,other,2006-05-25 10:10:13,2006-06-15 10:11:14,49;61;72;82;94;106;118
bu7,Female,1975,Other,Acehnese,Acehnese,English,more than 5 years,1,Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Practiced reading aloud;Wrote paragrphs/essays,Arabic,less than 1 year,0,Studied by myself;I learned from my friend who is a native speaker,,,0,other,2006-05-25 10:11:17,2006-06-15 10:13:00,59;72;92
cz0,Male,1969,Korean,Korean,Korean,English,more than 5 years,1,Studied grammar;Studied vocabulary;Practiced reading aloud,German,less than 1 year,1,Studied grammar;Worked in pairs/groups;Studied vocabulary;Studied pronunciation,Japanese,less than 1 year,1,Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced reading aloud;Teacher corrected my mistakes,2006-05-25 10:11:29,2006-06-15 10:13:42,49;61;72;82;94
au4,Female,1970,Korean,Korean,Korean,English,more than 5 years,1,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Practiced reading aloud,Japanese,less than 1 year,0,Studied by myself,,,0,other,2006-05-25 10:11:30,2006-06-15 10:13:32,49;61;72;82;94
dl4,Male,1977,Korean,Korean,English;Korean,English,more than 5 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary,Japanese,1-2 years,0,Studied by myself,,,0,other,2006-05-26 09:08:10,2006-06-19 09:16:48,41;53;63;74;86
fz9,Female,1973,Korean,Korean,Korean,English,more than 5 years,1,Studied grammar;Studied vocabulary;Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud,,,0,other,,,0,other,2006-05-26 09:08:56,2006-09-11 14:28:54,41;52;63;74;85;99;111;124;147
gm7,Female,1972,Arabic,Arabic;English,Arabic;English,English,less than 1 year,1,Practiced speaking in class;Teacher spoke to me in English;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2006-05-26 09:09:05,2006-09-15 14:12:19,52;63;74;96;110;122;147
dg5,Male,1983,Arabic,Arabic;English,Arabic;English,English,more than 5 years,1,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2006-05-26 09:09:10,2007-09-17 11:08:14,42;53;63;86;103;115;123;151;212;223;234;245;256;274;285;296;318
cb8,Male,1987,Arabic,Arabic,Arabic;English,English,more than 5 years,1,Studied grammar,,,0,other,,,0,other,2006-05-26 09:09:17,2007-09-18 10:05:10,41;52;63;74;85;96;108;120;144;158;169;180;202;215;226;237;248;259;272;283;294;320
ej7,Female,1985,Korean,Korean,Korean,English,3-5 years,1,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs),,,0,other,,,0,other,2006-05-26 09:09:25,2006-06-19 09:17:53,63;74
bt1,Female,1983,Korean,Korean,Korean,English,more than 5 years,1,Studied grammar;Studied vocabulary;Teacher spoke to me in English;Teacher corrected my mistakes,,,0,other,,,0,other,2006-05-26 09:09:56,2007-06-12 13:47:49,42;53;63;74;86;101;113;122;149;160;171;182;204;238;259
er7,Male,1983,Arabic,Arabic,Arabic,English,1-2 years,0,Studied by myself;I learned from my friend who is a native speaker,,,0,other,,,0,other,2006-05-26 09:09:56,2006-06-19 09:19:21,41;63;74;85
bd3,Male,1979,Arabic,Arabic;English,Arabic;English,English,more than 5 years,1,Studied grammar;Studied vocabulary;Teacher spoke to me in English;Wrote paragrphs/essays,,,0,other,,,0,other,2006-05-26 09:09:57,2007-02-19 11:12:47,41;52;63;74;85;98;110;124;146;162;173;184;206
